MSSubClass,MSZoning,LotArea,Street,LotShape,LandContour,Utilities,Neighborhood,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,ExterQual,Foundation,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,BedroomAbvGr,KitchenAbvGr,PoolArea,SaleCondition,SalePrice
70,RM,10690,Pave,Reg,Lvl,AllPub,IDOTRR,2Story,5,7,1920,1997,Hip,CompShg,TA,CBlock,672,GasA,Gd,Y,FuseA,672,672,3,1,0,Normal,147000
20,RL,9500,Pave,IR1,Lvl,AllPub,NAmes,1Story,6,5,1963,1963,Gable,CompShg,TA,CBlock,1394,GasA,Gd,Y,SBrkr,1394,0,3,1,0,Normal,159000
80,RL,9150,Pave,IR1,Lvl,AllPub,NAmes,SLvl,6,5,1962,1962,Gable,Tar&Grv,TA,CBlock,1099,GasA,Gd,Y,SBrkr,1431,0,3,1,0,Normal,165000
20,RL,7800,Pave,Reg,Lvl,AllPub,NAmes,1Story,5,6,1954,1954,Gable,CompShg,TA,PConc,1268,GasA,Gd,Y,SBrkr,1268,0,2,1,0,Normal,132000
20,RL,9830,Pave,IR1,Lvl,AllPub,NAmes,1Story,5,7,1959,2006,Gable,CompShg,TA,CBlock,1063,GasA,Ex,Y,SBrkr,1287,0,3,1,0,Normal,162000
60,RL,8121,Pave,IR1,Lvl,AllPub,Gilbert,2Story,6,5,2000,2000,Gable,CompShg,TA,PConc,953,GasA,Ex,Y,SBrkr,953,711,3,1,0,Normal,172400
50,RL,17120,Pave,Reg,Lvl,AllPub,ClearCr,1.5Fin,4,4,1959,1959,Gable,CompShg,TA,CBlock,0,GasA,TA,Y,SBrkr,1120,468,4,1,0,Normal,134432
120,RL,7175,Pave,Reg,Lvl,AllPub,SawyerW,1Story,6,5,1984,1984,Gable,CompShg,TA,CBlock,744,GasA,TA,Y,SBrkr,752,0,2,1,0,Normal,125000
20,RL,10634,Pave,Reg,Lvl,AllPub,NAmes,1Story,5,6,1953,1953,Gable,CompShg,TA,PConc,608,GasA,TA,Y,SBrkr,1319,0,3,1,0,Normal,123000
60,RL,8200,Pave,Reg,Lvl,AllPub,CollgCr,2Story,7,5,2003,2004,Gable,CompShg,Gd,PConc,847,GasA,Ex,Y,SBrkr,847,1081,4,1,0,Normal,219500
30,RL,10020,Pave,IR1,Low,AllPub,Edwards,1Story,1,1,1922,1950,Gable,CompShg,Fa,BrkTil,683,GasA,Gd,N,FuseA,904,0,1,1,0,Normal,61000
85,RL,8846,Pave,IR1,Lvl,AllPub,CollgCr,SFoyer,5,5,1996,1996,Gable,CompShg,Gd,PConc,870,GasA,Ex,Y,SBrkr,914,0,2,1,0,Normal,148000
60,FV,11143,Pave,IR1,Lvl,AllPub,Somerst,2Story,8,5,2004,2005,Gable,CompShg,Gd,PConc,1580,GasA,Ex,Y,SBrkr,1580,886,4,1,0,Normal,340000
20,RL,11394,Pave,Reg,Lvl,AllPub,StoneBr,1Story,9,2,2010,2010,Hip,CompShg,Gd,PConc,1856,GasA,Ex,Y,SBrkr,1856,0,1,1,0,Partial,394432
60,RL,8123,Pave,IR1,Lvl,AllPub,Gilbert,2Story,6,5,2000,2000,Gable,CompShg,TA,PConc,982,GasA,Ex,Y,SBrkr,1007,793,3,1,0,Normal,179000
50,RL,5000,Pave,Reg,Lvl,AllPub,SWISU,1.5Fin,5,6,1924,1950,Gable,CompShg,TA,BrkTil,1026,GasA,TA,Y,SBrkr,1026,665,3,1,0,Normal,127000
20,FV,7200,Pave,Reg,Lvl,AllPub,Somerst,1Story,7,5,2006,2006,Gable,CompShg,Gd,PConc,1293,GasA,Ex,Y,SBrkr,1301,0,2,1,0,Partial,187750
60,RL,9245,Pave,IR1,Lvl,AllPub,CollgCr,2Story,7,5,2006,2006,Gable,CompShg,Gd,PConc,939,GasA,Ex,Y,SBrkr,939,858,3,1,0,Normal,213500
45,RH,9000,Pave,Reg,Lvl,AllPub,SawyerW,1.5Unf,6,3,1928,1950,Gable,CompShg,TA,BrkTil,784,GasA,TA,N,FuseA,784,0,2,1,0,Normal,76000
60,RL,53107,Pave,IR2,Low,AllPub,ClearCr,2Story,6,5,1992,1992,Gable,CompShg,Gd,PConc,1580,GasA,Ex,Y,SBrkr,1079,874,3,1,0,Normal,240000
120,RL,3182,Pave,Reg,Lvl,AllPub,Blmngtn,1Story,8,5,2004,2005,Gable,CompShg,Gd,PConc,1256,GasA,Ex,Y,SBrkr,1269,0,2,1,0,Normal,192000
50,RL,8410,Pave,Reg,Lvl,AllPub,Edwards,1.5Fin,5,3,1910,1996,Gambrel,CompShg,TA,PConc,658,GasA,TA,Y,SBrkr,658,526,5,1,0,AdjLand,81000
80,RL,7200,Pave,Reg,Lvl,AllPub,Edwards,SLvl,6,6,1976,1976,Hip,CompShg,TA,CBlock,1041,GasA,Ex,Y,SBrkr,1125,0,3,1,0,Abnorml,125000
20,RL,9382,Pave,IR1,Lvl,AllPub,CollgCr,1Story,7,5,1999,2000,Gable,CompShg,Gd,PConc,1468,GasA,Ex,Y,SBrkr,1479,0,3,1,0,Normal,191000
60,RL,12474,Pave,Reg,Lvl,AllPub,NridgHt,2Story,10,5,2007,2008,Gable,CompShg,Ex,PConc,1682,GasA,Ex,Y,SBrkr,1742,590,3,1,0,Partial,426000
50,RL,8405,Pave,Reg,Lvl,AllPub,Edwards,1.5Fin,5,8,1900,1950,Gable,CompShg,TA,BrkTil,861,GasA,Ex,Y,SBrkr,961,406,4,1,0,Normal,119000
60,RL,12209,Pave,IR1,Lvl,AllPub,Mitchel,2Story,6,5,2001,2002,Gable,CompShg,TA,PConc,804,GasA,Ex,Y,SBrkr,804,1157,3,1,0,Normal,215000
20,RL,8339,Pave,IR1,Lvl,AllPub,NAmes,1Story,5,7,1959,1959,Gable,CompShg,TA,Slab,0,GasA,TA,Y,SBrkr,882,0,3,1,0,Normal,106500
30,RL,7446,Pave,Reg,Lvl,AllPub,BrkSide,1Story,4,5,1941,1950,Gable,CompShg,TA,CBlock,788,GasA,TA,Y,FuseA,788,0,2,1,0,Abnorml,100000
50,RL,10134,Pave,Reg,Lvl,AllPub,OldTown,1.5Fin,5,6,1940,1950,Gable,CompShg,TA,CBlock,735,GasA,Gd,Y,FuseA,735,299,2,1,0,Normal,109000
20,RL,9571,Pave,Reg,Lvl,AllPub,Edwards,1Story,5,6,1956,1956,Gable,CompShg,TA,CBlock,1144,GasA,TA,Y,SBrkr,1144,0,3,1,0,Normal,129000
20,RL,7200,Pave,Reg,Low,AllPub,CollgCr,1Story,5,5,1972,1972,Hip,CompShg,TA,CBlock,894,GasA,TA,Y,SBrkr,894,0,2,1,0,Normal,123000
60,RL,7590,Pave,Reg,Lvl,AllPub,NAmes,2Story,5,5,1962,1962,Gable,CompShg,TA,CBlock,864,GasA,TA,Y,SBrkr,876,936,4,1,0,Normal,169500
30,RM,8967,Pave,Reg,Lvl,AllPub,IDOTRR,1Story,5,2,1920,1950,Gable,CompShg,TA,BrkTil,961,GasA,Gd,Y,Mix,1077,0,2,1,0,Abnorml,67000
60,FV,8125,Pave,Reg,Lvl,AllPub,Somerst,2Story,7,5,2006,2007,Gable,CompShg,Gd,PConc,1092,GasA,Ex,Y,SBrkr,1112,438,2,1,0,Normal,241000
120,RL,14963,Pave,IR2,Lvl,AllPub,Veenker,1Story,8,5,1996,1996,Gable,CompShg,Gd,PConc,1260,GasA,Ex,Y,SBrkr,1288,0,1,1,0,Normal,245500
20,RL,8767,Pave,IR1,Lvl,AllPub,CollgCr,1Story,7,5,2005,2005,Gable,CompShg,Gd,PConc,1310,GasA,Ex,Y,SBrkr,1310,0,3,1,0,Partial,164990
30,RL,10200,Pave,Reg,Lvl,AllPub,Sawyer,1Story,5,8,1940,1997,Gable,CompShg,TA,PConc,672,GasA,Ex,Y,SBrkr,672,0,2,1,0,Normal,108000
60,RL,12090,Pave,Reg,Lvl,AllPub,NoRidge,2Story,8,5,1998,1998,Hip,CompShg,Gd,PConc,1141,GasA,Gd,Y,SBrkr,1165,1098,4,1,0,Abnorml,258000
60,RL,10364,Pave,IR1,Lvl,AllPub,Gilbert,2Story,6,5,1995,1996,Gable,CompShg,TA,PConc,806,GasA,Gd,Y,SBrkr,806,766,3,1,0,Normal,168000
20,RL,9991,Pave,IR1,Lvl,AllPub,Sawyer,1Story,4,4,1976,1993,Gable,CompShg,TA,CBlock,1281,GasA,Ex,Y,SBrkr,1620,0,3,1,0,Normal,150000
50,RL,10480,Pave,Reg,Lvl,AllPub,SWISU,1.5Fin,6,5,1936,1950,Gable,CompShg,TA,BrkTil,1064,GasA,Ex,Y,FuseA,1166,0,3,1,0,Normal,115000
70,RL,15576,Pave,Reg,Lvl,AllPub,Crawfor,2Story,6,7,1915,1976,Gable,CompShg,TA,BrkTil,840,GasA,Ex,Y,SBrkr,840,840,4,1,0,Normal,177000
60,RL,14154,Pave,Reg,Lvl,AllPub,NridgHt,2Story,7,5,2006,2006,Gable,CompShg,Gd,PConc,1063,GasA,Ex,Y,SBrkr,1071,1101,3,1,0,Partial,280000
60,FV,10800,Pave,Reg,Lvl,AllPub,Somerst,2Story,8,5,2007,2008,Gable,CompShg,Gd,PConc,1034,GasA,Ex,Y,SBrkr,1050,1028,3,1,0,Partial,339750
20,RL,9571,Pave,Reg,Lvl,AllPub,Edwards,1Story,5,3,1958,1958,Gable,CompShg,TA,CBlock,1276,GasA,TA,Y,FuseA,1276,0,3,1,0,Abnorml,60000
190,RL,34650,Pave,Reg,Bnk,AllPub,Gilbert,1Story,5,5,1955,1955,Hip,CompShg,TA,CBlock,1056,GasA,TA,N,SBrkr,1056,0,3,1,0,Normal,145000
20,FV,4403,Pave,IR2,Lvl,AllPub,Somerst,1Story,7,5,2009,2009,Gable,CompShg,Ex,PConc,1470,GasA,Ex,Y,SBrkr,1478,0,2,1,0,Partial,222000
30,RM,8960,Pave,Reg,Lvl,AllPub,OldTown,1Story,5,6,1927,1950,Gable,CompShg,TA,CBlock,1008,GasA,Gd,Y,FuseA,1028,0,2,1,0,Normal,115000
60,RL,11228,Pave,IR2,Lvl,AllPub,SawyerW,2Story,7,5,1993,1993,Gable,CompShg,Gd,PConc,1080,GasA,Ex,Y,SBrkr,1080,1017,3,1,0,Normal,228000
20,RL,8899,Pave,IR1,Lvl,AllPub,Gilbert,1Story,7,5,2007,2007,Gable,CompShg,Gd,PConc,1340,GasA,Ex,Y,SBrkr,1340,0,3,1,0,Partial,181134
60,RL,7844,Pave,Reg,Lvl,AllPub,Sawyer,2Story,6,7,1978,1978,Hip,CompShg,TA,CBlock,672,GasA,TA,Y,SBrkr,672,728,3,1,0,Normal,149500
70,RL,22420,Pave,IR1,Lvl,AllPub,Crawfor,2Story,6,6,1918,1950,Hip,CompShg,TA,BrkTil,1370,GasW,TA,N,FuseA,1370,1254,4,1,0,Normal,239000
50,RL,8160,Pave,Reg,Lvl,AllPub,Edwards,1.5Fin,5,6,1940,1950,Gable,CompShg,TA,BrkTil,756,GasA,Fa,N,FuseF,756,378,3,1,0,AdjLand,126000
20,RL,8450,Pave,Reg,Lvl,AllPub,NAmes,1Story,5,6,1968,1968,Gable,CompShg,TA,CBlock,1056,GasA,Ex,Y,SBrkr,1056,0,3,1,0,Normal,142000
90,RM,7060,Pave,Reg,Lvl,AllPub,Mitchel,SFoyer,7,5,1997,1998,Gable,CompShg,TA,PConc,1344,GasA,Ex,Y,SBrkr,1344,0,2,2,0,Alloca,206300
20,RL,16635,Pave,IR1,Lvl,AllPub,NWAmes,1Story,6,7,1977,2000,Gable,CompShg,Gd,CBlock,1602,GasA,Gd,Y,SBrkr,1602,0,3,1,0,Normal,215000
20,RL,21750,Pave,Reg,HLS,AllPub,Mitchel,1Story,5,5,1954,1954,Hip,CompShg,TA,CBlock,988,GasA,Ex,Y,FuseA,988,0,2,1,0,Normal,113000
60,RL,9200,Pave,Reg,Lvl,AllPub,NoRidge,2Story,8,5,1998,1998,Gable,CompShg,Gd,PConc,1470,GasA,Gd,Y,SBrkr,1470,1160,4,1,0,Normal,315000
20,RL,9000,Pave,Reg,Lvl,AllPub,NAmes,1Story,6,5,1956,1956,Gable,CompShg,TA,CBlock,1196,GasA,Gd,Y,FuseA,1196,0,2,1,0,Normal,139000
60,RM,3378,Pave,Reg,HLS,AllPub,OldTown,2Story,7,8,1946,1992,Gable,CompShg,TA,CBlock,651,GasA,Gd,Y,SBrkr,707,682,3,1,0,Normal,135000
80,RL,12800,Pave,Reg,Low,AllPub,SawyerW,SLvl,7,5,1989,1989,Gable,CompShg,Gd,PConc,1518,GasA,Gd,Y,SBrkr,1644,0,2,1,0,Normal,275000
20,RL,8593,Pave,IR1,Lvl,AllPub,NAmes,1Story,4,6,1957,1957,Hip,CompShg,TA,CBlock,907,GasA,Ex,Y,SBrkr,907,0,3,1,0,Normal,109008
20,RL,6762,Pave,Reg,Lvl,AllPub,CollgCr,1Story,7,5,2007,2007,Gable,CompShg,Gd,PConc,1208,GasA,Ex,Y,SBrkr,1208,0,2,1,0,Partial,195400
20,RL,11457,Pave,IR1,Lvl,AllPub,Timber,1Story,6,5,1988,1988,Gable,CompShg,TA,CBlock,1392,GasA,TA,Y,SBrkr,1412,0,3,1,0,Normal,175000
160,RM,1680,Pave,Reg,Lvl,AllPub,BrDale,2Story,6,5,1971,1971,Gable,CompShg,TA,CBlock,483,GasA,TA,Y,SBrkr,483,504,2,1,0,Abnorml,85400
50,RM,5586,Pave,IR1,Bnk,AllPub,OldTown,1.5Fin,6,7,1920,1998,Gable,CompShg,TA,BrkTil,901,GasA,Gd,Y,SBrkr,1088,110,4,1,0,Abnorml,79900
160,RM,1920,Pave,Reg,Lvl,AllPub,BrDale,2Story,5,5,1971,1971,Gable,CompShg,TA,CBlock,765,GasA,Ex,Y,SBrkr,765,600,2,1,0,Normal,122500
60,RL,10839,Pave,IR1,Lvl,AllPub,Gilbert,2Story,6,5,1997,1998,Gable,CompShg,TA,PConc,926,GasA,Ex,Y,SBrkr,926,678,3,1,0,Normal,181000
180,RM,1890,Pave,Reg,Lvl,AllPub,MeadowV,SFoyer,4,7,1972,1972,Gable,CompShg,TA,CBlock,630,GasA,Gd,Y,SBrkr,630,0,1,1,0,Normal,81000
60,RL,10667,Pave,IR2,Lvl,AllPub,CollgCr,2Story,7,6,1996,1996,Gable,CompShg,Gd,PConc,799,GasA,Ex,Y,SBrkr,827,834,3,1,0,Normal,212000
50,RM,4400,Pave,Reg,Lvl,AllPub,OldTown,1.5Fin,6,8,1920,1950,Gable,CompShg,TA,BrkTil,648,GasA,TA,Y,FuseA,734,384,2,1,0,Normal,116000
45,RM,6000,Pave,Reg,Lvl,AllPub,BrkSide,1.5Unf,6,7,1926,2004,Gable,CompShg,Gd,PConc,884,GasA,Gd,Y,SBrkr,904,0,2,1,0,Normal,119000
30,RL,4280,Pave,Reg,Lvl,AllPub,Crawfor,1Story,5,6,1913,2002,Gable,CompShg,TA,PConc,440,GasA,TA,N,SBrkr,694,0,2,1,0,Normal,90350
50,RL,12354,Pave,Reg,Lvl,AllPub,Edwards,1.5Fin,6,8,1920,2000,Gable,CompShg,TA,BrkTil,684,GasA,Gd,Y,SBrkr,684,512,3,1,0,Normal,110000
20,RL,15431,Pave,Reg,Lvl,AllPub,NridgHt,1Story,10,5,2008,2008,Hip,CompShg,Ex,PConc,3094,GasA,Ex,Y,SBrkr,2402,0,2,1,0,Normal,555000
90,RL,12108,Pave,Reg,Lvl,AllPub,Edwards,1Story,4,4,1955,1955,Gable,CompShg,TA,CBlock,1440,GasA,TA,N,FuseF,1440,0,4,2,0,Normal,118000
50,RM,6240,Pave,Reg,Lvl,AllPub,BrkSide,1.5Fin,5,7,1930,1992,Gable,CompShg,TA,PConc,1078,GasA,TA,Y,SBrkr,1128,445,3,1,0,Normal,162900
120,RL,3922,Pave,Reg,Lvl,AllPub,Blmngtn,1Story,7,5,2006,2007,Gable,CompShg,Gd,PConc,1258,GasA,Ex,Y,SBrkr,1258,0,2,1,0,Partial,172500
60,RL,8750,Pave,Reg,Lvl,AllPub,CollgCr,2Story,7,5,1994,1995,Gable,CompShg,Gd,PConc,915,GasA,Ex,Y,SBrkr,933,975,4,1,0,Normal,210000
20,RL,9855,Pave,Reg,Lvl,AllPub,Edwards,1Story,6,5,1956,1956,Hip,CompShg,TA,CBlock,1436,GasA,Fa,Y,SBrkr,1689,0,3,1,0,Normal,127500
20,RL,16492,Pave,IR1,Lvl,AllPub,NAmes,1Story,6,6,1966,2002,Gable,CompShg,Gd,CBlock,1517,GasA,Ex,Y,SBrkr,1888,0,2,1,0,Normal,190000
60,RL,11214,Pave,IR1,Lvl,AllPub,Gilbert,2Story,7,5,1998,1999,Gable,CompShg,Gd,PConc,930,GasA,Gd,Y,SBrkr,956,930,4,1,0,Normal,199900
50,RM,8600,Pave,Reg,Bnk,AllPub,IDOTRR,1.5Fin,6,6,1937,1950,Gable,CompShg,TA,BrkTil,780,GasA,TA,Y,SBrkr,780,596,3,1,0,Normal,119500
50,RM,6000,Pave,Reg,Lvl,AllPub,OldTown,1.5Fin,3,7,1948,2002,Gable,CompShg,TA,CBlock,649,GasA,Ex,Y,SBrkr,679,504,2,1,0,Normal,120000
30,RM,5684,Pave,Reg,Lvl,AllPub,OldTown,1Story,6,8,1930,2005,Hip,CompShg,TA,BrkTil,813,GasA,Ex,Y,FuseA,813,0,2,1,0,Normal,110000
20,RL,70761,Pave,IR1,Low,AllPub,ClearCr,1Story,7,5,1975,1975,Gable,WdShngl,TA,CBlock,1533,GasA,TA,Y,SBrkr,1533,0,2,1,0,Normal,280000
60,RL,9303,Pave,IR1,Lvl,AllPub,Timber,2Story,6,5,1996,1997,Hip,CompShg,Gd,PConc,872,GasA,Ex,Y,SBrkr,888,868,3,1,0,Normal,204000
60,FV,9000,Pave,Reg,Lvl,AllPub,Somerst,2Story,8,5,2008,2008,Gable,CompShg,Gd,PConc,768,GasA,Ex,Y,SBrkr,786,804,3,1,0,Normal,210000
90,RL,9297,Pave,Reg,Lvl,AllPub,Mitchel,1Story,5,5,1976,1976,Gable,CompShg,TA,CBlock,1728,GasA,TA,Y,SBrkr,1728,0,4,2,0,Family,188000
20,RL,9600,Pave,Reg,Lvl,AllPub,NWAmes,1Story,7,6,1973,1973,Hip,CompShg,TA,CBlock,1242,GasA,Fa,Y,SBrkr,1242,0,3,1,0,Normal,175500
70,RM,4571,Pave,Reg,Lvl,AllPub,OldTown,2Story,5,5,1916,1950,Gable,CompShg,TA,BrkTil,624,GasA,Fa,N,SBrkr,624,720,4,1,0,Abnorml,98000
20,RL,53227,Pave,IR1,Low,AllPub,ClearCr,1Story,4,6,1954,1994,Flat,Tar&Grv,TA,CBlock,1364,GasA,Ex,Y,SBrkr,1663,0,2,1,0,Normal,256000
70,RM,5100,Pave,Reg,Lvl,AllPub,OldTown,2Story,8,7,1925,1996,Hip,CompShg,TA,PConc,588,GasA,Fa,Y,SBrkr,833,833,3,1,0,Normal,161000
50,RL,7015,Pave,IR1,Bnk,AllPub,BrkSide,1.5Fin,5,4,1950,1950,Gable,CompShg,TA,CBlock,709,GasA,TA,Y,SBrkr,979,224,3,1,0,Normal,110000
60,FV,8004,Pave,IR1,Lvl,AllPub,Somerst,2Story,8,5,2009,2009,Gable,CompShg,Gd,PConc,832,GasA,Ex,Y,SBrkr,832,1103,3,1,0,Partial,263435
70,RL,7200,Pave,Reg,Lvl,AllPub,SWISU,2Story,7,9,1936,2007,Gable,CompShg,Gd,PConc,560,GasA,Ex,Y,SBrkr,575,560,3,1,0,Normal,155000
20,RL,8281,Pave,IR1,Lvl,AllPub,Sawyer,1Story,5,5,1965,1965,Gable,CompShg,TA,CBlock,864,GasA,Gd,Y,SBrkr,864,0,3,1,0,Normal,62383
70,RL,11988,Pave,IR1,HLS,AllPub,Crawfor,2Story,6,7,1934,1995,Hip,CompShg,TA,CBlock,715,GasA,Fa,Y,FuseA,849,811,3,1,0,Normal,188700
20,RL,8430,Pave,Reg,HLS,AllPub,CollgCr,1Story,5,5,1978,1978,Gable,CompShg,TA,CBlock,1040,GasA,TA,Y,SBrkr,1040,0,3,1,0,Normal,124000
120,RM,3072,Pave,Reg,Lvl,AllPub,Blmngtn,1Story,7,5,2004,2004,Hip,CompShg,Gd,PConc,1375,GasA,Ex,Y,SBrkr,1414,0,2,1,0,Normal,178740
20,RL,10628,Pave,Reg,Lvl,AllPub,NAmes,1Story,7,5,1970,1970,Flat,Tar&Grv,TA,CBlock,1277,GasA,TA,Y,SBrkr,1277,0,2,1,0,Normal,167000
70,RL,9480,Pave,Reg,Lvl,AllPub,NAmes,2Story,5,7,1942,1995,Gable,CompShg,TA,CBlock,728,GasA,Ex,Y,SBrkr,888,756,3,1,0,Normal,146500
20,RL,11428,Pave,IR1,Lvl,AllPub,NridgHt,1Story,8,5,2006,2006,Gable,CompShg,Gd,PConc,1626,GasA,Ex,Y,SBrkr,1634,0,3,1,0,Normal,250000
60,RL,9291,Pave,IR1,Lvl,AllPub,SawyerW,2Story,6,5,1993,1993,Gable,CompShg,Gd,PConc,832,GasA,Ex,Y,SBrkr,832,878,3,1,0,Normal,187000
120,RL,6820,Pave,IR1,Lvl,AllPub,StoneBr,1Story,8,5,1985,1985,Gable,CompShg,Gd,PConc,1488,GasA,TA,Y,SBrkr,1502,0,1,1,0,Normal,212000
60,RL,11952,Pave,Reg,Lvl,AllPub,NWAmes,2Story,7,6,1977,1977,Mansard,WdShake,TA,CBlock,808,GasA,TA,Y,SBrkr,1161,808,3,1,0,Normal,190000
180,RM,3675,Pave,Reg,Lvl,AllPub,Edwards,SLvl,6,5,2005,2005,Gable,CompShg,TA,PConc,547,GasA,Ex,Y,SBrkr,1072,0,2,1,0,Normal,148000
20,RL,14977,Pave,IR1,Lvl,AllPub,NridgHt,1Story,8,5,2006,2007,Gable,CompShg,Gd,PConc,1976,GasA,Ex,Y,SBrkr,1976,0,2,1,0,Partial,440000
120,RL,5330,Pave,Reg,Lvl,AllPub,StoneBr,1Story,8,5,2000,2000,Gable,CompShg,Gd,PConc,1494,GasA,Ex,Y,SBrkr,1652,0,2,1,0,Normal,251000
20,RL,8480,Pave,Reg,Lvl,AllPub,Sawyer,1Story,5,6,1963,1963,Hip,CompShg,TA,CBlock,970,GasA,TA,Y,SBrkr,970,0,2,1,0,Normal,132500
20,RL,13125,Pave,Reg,Lvl,AllPub,CollgCr,1Story,6,5,1997,1998,Gable,CompShg,TA,PConc,1478,GasA,Ex,Y,SBrkr,1493,0,3,1,0,Normal,208900
60,RL,13693,Pave,Reg,Lvl,AllPub,NridgHt,2Story,9,5,2006,2006,Hip,CompShg,Ex,PConc,2153,GasA,Ex,Y,SBrkr,2069,574,3,1,0,Normal,380000
20,RL,10637,Pave,Reg,Lvl,AllPub,CollgCr,1Story,8,5,2007,2008,Hip,CompShg,Gd,PConc,1705,GasA,Ex,Y,SBrkr,1718,0,3,1,0,Normal,297000
30,RM,5925,Pave,Reg,Bnk,AllPub,OldTown,1Story,4,7,1937,2000,Hip,CompShg,TA,BrkTil,907,GasA,TA,Y,SBrkr,1131,0,2,1,0,Alloca,89471
20,RL,16033,Pave,IR1,Lvl,AllPub,NridgHt,1Story,9,5,2004,2005,Hip,CompShg,Gd,PConc,1833,GasA,Ex,Y,SBrkr,1850,0,3,1,0,Normal,326000
20,RL,11846,Pave,IR1,HLS,AllPub,NridgHt,1Story,9,5,2003,2004,Hip,CompShg,Gd,PConc,1792,GasA,Ex,Y,SBrkr,1792,0,2,1,0,Normal,374000
70,RM,2500,Pave,Reg,Lvl,AllPub,OldTown,2Story,7,8,1915,2005,Gable,CompShg,Gd,PConc,910,GasA,Ex,Y,SBrkr,916,910,4,1,0,Normal,155000
120,RM,4500,Pave,Reg,Lvl,AllPub,Mitchel,1Story,6,5,1998,1998,Hip,CompShg,TA,PConc,1216,GasA,Ex,Y,SBrkr,1216,0,2,1,0,Normal,164000
20,RL,7758,Pave,IR1,Lvl,AllPub,Sawyer,1Story,5,7,1962,2001,Gable,CompShg,TA,CBlock,999,GasA,Gd,Y,SBrkr,999,0,3,1,0,Normal,132500
20,RL,9600,Pave,Reg,Lvl,AllPub,NAmes,1Story,5,7,1950,2007,Gable,CompShg,Gd,CBlock,1113,GasA,Gd,Y,SBrkr,1113,0,3,1,0,Normal,147000
20,RL,10289,Pave,Reg,Lvl,AllPub,NAmes,1Story,5,7,1965,1965,Hip,CompShg,TA,CBlock,1073,GasA,TA,Y,SBrkr,1073,0,3,1,0,Normal,156000
20,RL,12243,Pave,IR1,Lvl,AllPub,NWAmes,1Story,5,6,1971,1971,Gable,CompShg,TA,CBlock,1484,GasA,Gd,Y,SBrkr,1484,0,3,1,0,Normal,175000
190,RL,10800,Pave,Reg,Lvl,AllPub,OldTown,1.5Fin,5,4,1900,1970,Gable,CompShg,TA,CBlock,954,GasA,TA,N,FuseA,1766,648,3,2,0,Normal,160000
180,RM,1526,Pave,Reg,Lvl,AllPub,MeadowV,SFoyer,4,8,1970,2002,Gable,CompShg,TA,CBlock,630,GasA,TA,Y,SBrkr,630,0,1,1,0,Normal,86000
160,RM,2665,Pave,Reg,Lvl,AllPub,MeadowV,2Story,5,6,1976,1976,Gable,CompShg,TA,PConc,264,GasA,TA,Y,SBrkr,616,688,3,1,0,Normal,115000
50,RL,9490,Pave,Reg,Lvl,AllPub,NAmes,1.5Fin,6,7,1941,1950,Gable,CompShg,TA,CBlock,806,GasA,TA,Y,FuseA,958,620,3,1,0,Normal,133000
60,RL,15578,Pave,IR1,Lvl,AllPub,Gilbert,2Story,6,5,2006,2006,Gable,CompShg,Gd,PConc,728,GasA,Gd,Y,SBrkr,728,728,3,1,0,Partial,172785
20,RL,7931,Pave,Reg,Lvl,AllPub,NAmes,1Story,5,6,1960,1960,Gable,CompShg,TA,CBlock,1269,GasA,TA,Y,FuseA,1269,0,3,1,0,Normal,155000
30,RM,5784,Pave,Reg,Lvl,AllPub,OldTown,1Story,5,8,1938,1996,Gable,CompShg,TA,BrkTil,190,GasA,Gd,Y,FuseA,886,0,2,1,0,Normal,91300
30,C (all),7879,Pave,Reg,Lvl,AllPub,IDOTRR,1Story,4,5,1920,1950,Gable,CompShg,TA,CBlock,720,GasA,TA,N,FuseA,720,0,2,1,0,Abnorml,34900
20,RL,12692,Pave,IR1,Lvl,AllPub,NoRidge,1Story,8,5,1992,1993,Hip,CompShg,Gd,PConc,3200,GasA,Ex,Y,SBrkr,3228,0,4,1,0,Normal,430000
50,RL,9120,Pave,Reg,Lvl,AllPub,BrkSide,1.5Fin,7,6,1925,1950,Gable,CompShg,TA,PConc,1026,GasA,Ex,Y,SBrkr,1133,687,4,1,0,Normal,184000
20,RL,7800,Pave,Reg,Lvl,AllPub,Sawyer,1Story,5,7,1967,2004,Hip,CompShg,TA,PConc,864,GasA,Ex,Y,SBrkr,899,0,3,1,0,Normal,130000
20,RL,7535,Pave,IR1,Lvl,AllPub,NAmes,1Story,5,7,1958,1985,Gable,CompShg,TA,CBlock,912,GasA,Fa,Y,SBrkr,912,0,2,1,0,Normal,120000
160,RM,1890,Pave,Reg,Lvl,AllPub,BrDale,2Story,6,5,1973,1973,Gable,CompShg,TA,CBlock,672,GasA,TA,Y,SBrkr,672,546,3,1,0,Normal,113000
60,FV,9803,Pave,Reg,Lvl,AllPub,Somerst,2Story,7,5,2005,2005,Gable,CompShg,Gd,PConc,866,GasA,Gd,Y,SBrkr,866,902,3,1,0,Normal,226700
20,RL,9170,Pave,Reg,Lvl,AllPub,Edwards,1Story,5,7,1965,1965,Hip,CompShg,TA,CBlock,1214,GasA,Ex,Y,SBrkr,1214,0,2,1,0,Normal,140000
